# TEMPERATURE = 2.500000e+01
# X W(GMIDP) W(INP) W(CGSP) W(CGSOP) W(CGDOP) W(CBDP) W(VEAP) W(VDSATP)
5.90000000000e-01 5.64680077633e+00 6.60198903855e-06 8.95691974655e-03 2.56331731365e-10 2.23791307935e-10 2.32040149813e-10 1.36896034771e+01 -2.99091144665e-01
6.00000000000e-01 5.47326066669e+00 6.97866194333e-06 8.98216965225e-03 2.56342103121e-10 2.24002407792e-10 2.32100862522e-10 1.38929314762e+01 -3.07964300102e-01
6.10000000000e-01 5.31013961868e+00 7.36442948168e-06 9.00641956943e-03 2.56351943082e-10 2.24217930256e-10 2.32163497569e-10 1.40890791550e+01 -3.16859883230e-01
6.20000000000e-01 5.15653175915e+00 7.75923443896e-06 9.02974036970e-03 2.56361283830e-10 2.24438015505e-10 2.32228115707e-10 1.42781733280e+01 -3.25779042256e-01
6.30000000000e-01 5.01162427137e+00 8.16302197151e-06 9.05219576498e-03 2.56370155666e-10 2.24662808893e-10 2.32294780136e-10 1.44603389781e+01 -3.34722901615e-01
6.40000000000e-01 4.87468767861e+00 8.57573878714e-06 9.07384316877e-03 2.56378586785e-10 2.24892461092e-10 2.32363556583e-10 1.46356989912e+01 -3.43692549074e-01
6.50000000000e-01 4.74506696424e+00 8.99733247803e-06 9.09473444582e-03 2.56386603433e-10 2.25127128231e-10 2.32434513384e-10 1.48043740324e+01 -3.52689027308e-01
6.60000000000e-01 4.62217352139e+00 9.42775098649e-06 9.11491656502e-03 2.56394230064e-10 2.25366972020e-10 2.32507721584e-10 1.49664825203e+01 -3.61713328895e-01
6.70000000000e-01 4.50547790097e+00 9.86694218460e-06 9.13443216818e-03 2.56401489473e-10 2.25612159863e-10 2.32583255027e-10 1.51221406606e+01 -3.70766393902e-01
6.80000000000e-01 4.39450331087e+00 1.03148535509e-05 9.15332006605e-03 2.56408402920e-10 2.25862864952e-10 2.32661190466e-10 1.52714625142e+01 -3.79849109403e-01
6.90000000000e-01 4.28881981141e+00 1.07714319282e-05 9.17161567097e-03 2.56414990248e-10 2.26119266333e-10 2.32741607672e-10 1.54145600793e+01 -3.88962310388e-01
7.00000000000e-01 4.18803914791e+00 1.12366233498e-05 9.18935137485e-03 2.56421269986e-10 2.26381548954e-10 2.32824589553e-10 1.55515433752e+01 -3.98106781670e-01
7.10000000000e-01 4.09181016144e+00 1.17103729209e-05 9.20655687950e-03 2.56427259450e-10 2.26649903668e-10 2.32910222280e-10 1.56825205162e+01 -4.07283260461e-01
7.20000000000e-01 3.99981471993e+00 1.21926247458e-05 9.22325948585e-03 2.56432974827e-10 2.26924527198e-10 2.32998595414e-10 1.58075977711e+01 -4.16492439361e-01
7.30000000000e-01 3.91176411556e+00 1.26833218918e-05 9.23948434739e-03 2.56438431262e-10 2.27205622052e-10 2.33089802050e-10 1.59268796028e+01 -4.25734969590e-01
7.40000000000e-01 3.82739587753e+00 1.31824063820e-05 9.25525469251e-03 2.56443642930e-10 2.27493396376e-10 2.33183938960e-10 1.60404686858e+01 -4.35011464320e-01
7.50000000000e-01 3.74647095392e+00 1.36898192107e-05 9.27059202002e-03 2.56448623107e-10 2.27788063736e-10 2.33281106746e-10 1.61484659007e+01 -4.44322501986e-01
7.60000000000e-01 3.66877122042e+00 1.42055003769e-05 9.28551627112e-03 2.56453384236e-10 2.28089842812e-10 2.33381410007e-10 1.62509703047e+01 -4.53668629529e-01
7.70000000000e-01 3.59409727800e+00 1.47293889299e-05 9.30004598109e-03 2.56457937981e-10 2.28398956994e-10 2.33484957503e-10 1.63480790783e+01 -4.63050365501e-01
7.80000000000e-01 3.52226650543e+00 1.52614230249e-05 9.31419841321e-03 2.56462295289e-10 2.28715633863e-10 2.33591862337e-10 1.64398874484e+01 -4.72468203002e-01
7.90000000000e-01 3.45311133640e+00 1.58015399852e-05 9.32798967725e-03 2.56466466431e-10 2.29040104533e-10 2.33702242141e-10 1.65264885878e+01 -4.81922612436e-01
8.00000000000e-01 3.38647773436e+00 1.63496763674e-05 9.34143483447e-03 2.56470461057e-10 2.29372602830e-10 2.33816219278e-10 1.66079734916e+01 -4.91414044070e-01
8.10000000000e-01 3.32222384129e+00 1.69057680304e-05 9.35454799089e-03 2.56474288234e-10 2.29713364301e-10 2.33933921042e-10 1.66844308302e+01 -5.00942930388e-01
8.20000000000e-01 3.26021877952e+00 1.74697502032e-05 9.36734238019e-03 2.56477956485e-10 2.30062624998e-10 2.34055479884e-10 1.67559467799e+01 -5.10509688255e-01
8.30000000000e-01 3.20034158795e+00 1.80415575533e-05 9.37983043772e-03 2.56481473832e-10 2.30420620035e-10 2.34181033632e-10 1.68226048284e+01 -5.20114720887e-01
8.40000000000e-01 3.14248027672e+00 1.86211242529e-05 9.39202386650e-03 2.56484847820e-10 2.30787581864e-10 2.34310725739e-10 1.68844855568e+01 -5.29758419640e-01
8.50000000000e-01 3.08653098584e+00 1.92083840432e-05 9.40393369635e-03 2.56488085558e-10 2.31163738246e-10 2.34444705532e-10 1.69416663954e+01 -5.39441165632e-01
8.60000000000e-01 3.03239723543e+00 1.98032702955e-05 9.41557033693e-03 2.56491193741e-10 2.31549309878e-10 2.34583128476e-10 1.69942213522e+01 -5.49163331196e-01
8.70000000000e-01 2.97998925653e+00 2.04057160691e-05 9.42694362533e-03 2.56494178682e-10 2.31944507625e-10 2.34726156453e-10 1.70422207119e+01 -5.58925281200e-01
8.80000000000e-01 2.92922339306e+00 2.10156541661e-05 9.43806286906e-03 2.56497046334e-10 2.32349529332e-10 2.34873958058e-10 1.70857307028e+01 -5.68727374217e-01
8.90000000000e-01 2.88002156617e+00 2.16330171816e-05 9.44893688470e-03 2.56499802312e-10 2.32764556165e-10 2.35026708899e-10 1.71248131289e+01 -5.78569963585e-01
9.00000000000e-01 2.83231079405e+00 2.22577375504e-05 9.45957403295e-03 2.56502451921e-10 2.33189748443e-10 2.35184591930e-10 1.71595249628e+01 -5.88453398344e-01
9.10000000000e-01 2.78602276034e+00 2.28897475901e-05 9.46998225034e-03 2.56505000166e-10 2.33625240917e-10 2.35347797779e-10 1.71899178949e+01 -5.98378024076e-01
9.20000000000e-01 2.74109342568e+00 2.35289795388e-05 9.48016907804e-03 2.56507451781e-10 2.34071137486e-10 2.35516525114e-10 1.72160378356e+01 -6.08344183658e-01
9.30000000000e-01 2.69746267744e+00 2.41753655897e-05 9.49014168808e-03 2.56509811238e-10 2.34527505304e-10 2.35690981013e-10 1.72379243624e+01 -6.18352217920e-01
9.40000000000e-01 2.65507401305e+00 2.48288379207e-05 9.49990690716e-03 2.56512082768e-10 2.34994368291e-10 2.35871381361e-10 1.72556101066e+01 -6.28402466246e-01
9.50000000000e-01 2.61387425328e+00 2.54893287195e-05 9.50947123852e-03 2.56514270375e-10 2.35471700049e-10 2.36057951262e-10 1.72691200725e+01 -6.38495267094e-01
9.60000000000e-01 2.57381328203e+00 2.61567702044e-05 9.51884088186e-03 2.56516377847e-10 2.35959416224e-10 2.36250925475e-10 1.72784708797e+01 -6.48630958469e-01
9.70000000000e-01 2.53484380946e+00 2.68310946400e-05 9.52802175160e-03 2.56518408775e-10 2.36457366382e-10 2.36450548877e-10 1.72836699195e+01 -6.58809878336e-01
9.80000000000e-01 2.49692115605e+00 2.75122343478e-05 9.53701949362e-03 2.56520366557e-10 2.36965325506e-10 2.36657076937e-10 1.72847144161e+01 -6.69032364991e-01
9.90000000000e-01 2.46000305500e+00 2.82001217117e-05 9.54583950075e-03 2.56522254418e-10 2.37482985258e-10 2.36870776234e-10 1.72815903794e+01 -6.79298757393e-01
1.00000000000e+00 2.42404947104e+00 2.88946891775e-05 9.55448692688e-03 2.56524075413e-10 2.38009945230e-10 2.37091924981e-10 1.72742714379e+01 -6.89609395452e-01
1.01000000000e+00 2.38902243363e+00 2.95958692467e-05 9.56296670009e-03 2.56525832442e-10 2.38545704421e-10 2.37320813595e-10 1.72627175380e+01 -6.99964620295e-01
1.02000000000e+00 2.35488588291e+00 3.03035944630e-05 9.57128353467e-03 2.56527528256e-10 2.39089653287e-10 2.37557745282e-10 1.72468734956e+01 -7.10364774498e-01
1.03000000000e+00 2.32160552685e+00 3.10177973921e-05 9.57944194234e-03 2.56529165469e-10 2.39641066730e-10 2.37803036666e-10 1.72266673829e+01 -7.20810202295e-01
1.04000000000e+00 2.28914870819e+00 3.17384105926e-05 9.58744624254e-03 2.56530746561e-10 2.40199098484e-10 2.38057018440e-10 1.72020087370e+01 -7.31301249767e-01
1.05000000000e+00 2.25748427993e+00 3.24653665790e-05 9.59530057197e-03 2.56532273892e-10 2.40762777372e-10 2.38320036059e-10 1.71727865723e+01 -7.41838265013e-01
1.06000000000e+00 2.22658248802e+00 3.31985977732e-05 9.60300889348e-03 2.56533749701e-10 2.41331005948e-10 2.38592450466e-10 1.71388671822e+01 -7.52421598298e-01
1.07000000000e+00 2.19641486033e+00 3.39380364456e-05 9.61057500428e-03 2.56535176121e-10 2.41902562045e-10 2.38874638861e-10 1.71000917159e+01 -7.63051602199e-01
1.08000000000e+00 2.16695410065e+00 3.46836146426e-05 9.61800254358e-03 2.56536555180e-10 2.42476103689e-10 2.39166995504e-10 1.70562735196e+01 -7.73728631727e-01
1.09000000000e+00 2.13817398680e+00 3.54352640994e-05 9.62529499965e-03 2.56537888806e-10 2.43050177791e-10 2.39469932568e-10 1.70071952343e+01 -7.84453044449e-01
1.10000000000e+00 2.11004927181e+00 3.61929161357e-05 9.63245571642e-03 2.56539178838e-10 2.43623232875e-10 2.39783881035e-10 1.69526056523e+01 -7.95225200593e-01
1.11000000000e+00 2.08255558714e+00 3.69565015323e-05 9.63948789959e-03 2.56540427025e-10 2.44193635958e-10 2.40109291637e-10 1.68922163416e+01 -8.06045463150e-01
1.12000000000e+00 2.05566934708e+00 3.77259503849e-05 9.64639462232e-03 2.56541635033e-10 2.44759693453e-10 2.40446635857e-10 1.68256980640e+01 -8.16914197974e-01
1.13000000000e+00 2.02936765320e+00 3.85011919328e-05 9.65317883050e-03 2.56542804452e-10 2.45319675733e-10 2.40796406972e-10 1.67526770320e+01 -8.27831773866e-01
1.14000000000e+00 2.00362819799e+00 3.92821543567e-05 9.65984334765e-03 2.56543936795e-10 2.45871844749e-10 2.41159121165e-10 1.66727310755e+01 -8.38798562668e-01
1.15000000000e+00 1.97842916663e+00 4.00687645442e-05 9.66639087949e-03 2.56545033509e-10 2.46414483811e-10 2.41535318683e-10 1.65853858258e+01 -8.49814939346e-01
1.16000000000e+00 1.95374913595e+00 4.08609478145e-05 9.67282401813e-03 2.56546095970e-10 2.46945928460e-10 2.41925565073e-10 1.64901110702e+01 -8.60881282072e-01
1.17000000000e+00 1.92956696964e+00 4.16586275992e-05 9.67914524602e-03 2.56547125494e-10 2.47464597169e-10 2.42330452473e-10 1.63863174878e+01 -8.71997972312e-01
1.18000000000e+00 1.90586170874e+00 4.24617250702e-05 9.68535693953e-03 2.56548123336e-10 2.47969020582e-10 2.42750600981e-10 1.62733540497e+01 -8.83165394906e-01
1.19000000000e+00 1.88261245670e+00 4.32701587100e-05 9.69146137232e-03 2.56549090697e-10 2.48457867980e-10 2.43186660094e-10 1.61505064561e+01 -8.94383938156e-01
1.20000000000e+00 1.85979825844e+00 4.40838438132e-05 9.69746071837e-03 2.56550028721e-10 2.48929969825e-10 2.43639310226e-10 1.60169970838e+01 -9.05653993915e-01
