# TEMPERATURE = 2.500000e+01
# X W(GMIDN) W(INN) W(CGSN) W(CGSON) W(CGDON) W(CBDN) W(VEAN) W(VDSATN)
5.40000000000e-01 7.09507405230e+00 1.22028362167e-05 9.90719119042e-03 2.32011064385e-10 2.19559851793e-10 3.00197150418e-10 1.85202468833e+01 2.33567335053e-01
5.50000000000e-01 6.86374555705e+00 1.30817411863e-05 9.94720189441e-03 2.32016127293e-10 2.19631010243e-10 3.00273299128e-10 1.89611726354e+01 2.41452264827e-01
5.60000000000e-01 6.64619291557e+00 1.39925140149e-05 9.98541667590e-03 2.32020916359e-10 2.19703589897e-10 3.00350768020e-10 1.93940112015e+01 2.49374774738e-01
5.70000000000e-01 6.44129059547e+00 1.49351213285e-05 1.00219944761e-02 2.32025449179e-10 2.19777634674e-10 3.00429640766e-10 1.98186412114e+01 2.57334845975e-01
5.80000000000e-01 6.24801064795e+00 1.59095269729e-05 1.00570763514e-02 2.32029742060e-10 2.19853190157e-10 3.00509999736e-10 2.02349635769e+01 2.65332635667e-01
5.90000000000e-01 6.06541615896e+00 1.69156901464e-05 1.00907876546e-02 2.32033810133e-10 2.19930303651e-10 3.00591926357e-10 2.06428966148e+01 2.73368438461e-01
6.00000000000e-01 5.89265445922e+00 1.79535636498e-05 1.01232399502e-02 2.32037667439e-10 2.20009024242e-10 3.00675501447e-10 2.10423719710e+01 2.81442655377e-01
6.10000000000e-01 5.72895034798e+00 1.90230922864e-05 1.01545326949e-02 2.32041327018e-10 2.20089402861e-10 3.00760805520e-10 2.14333312418e+01 2.89555768748e-01
6.20000000000e-01 5.57359950520e+00 2.01242114324e-05 1.01847547081e-02 2.32044800990e-10 2.20171492339e-10 3.00847919071e-10 2.18157231920e+01 2.97708322245e-01
6.30000000000e-01 5.42596220712e+00 2.12568457860e-05 1.02139854605e-02 2.32048100622e-10 2.20255347465e-10 3.00936922848e-10 2.21895014813e+01 3.05900905096e-01
6.40000000000e-01 5.28545741561e+00 2.24209082968e-05 1.02422961987e-02 2.32051236400e-10 2.20341025042e-10 3.01027898093e-10 2.25546228181e+01 3.14134139739e-01
6.50000000000e-01 5.15155727901e+00 2.36162992702e-05 1.02697509302e-02 2.32054218084e-10 2.20428583940e-10 3.01120926786e-10 2.29110454698e+01 3.22408672292e-01
6.60000000000e-01 5.02378205882e+00 2.48429056390e-05 1.02964072822e-02 2.32057054767e-10 2.20518085142e-10 3.01216091857e-10 2.32587280687e+01 3.30725165291e-01
6.70000000000e-01 4.90169548054e+00 2.61006003922e-05 1.03223172541e-02 2.32059754927e-10 2.20609591788e-10 3.01313477402e-10 2.35976286596e+01 3.39084292264e-01
6.80000000000e-01 4.78490049538e+00 2.73892421479e-05 1.03475278731e-02 2.32062326467e-10 2.20703169210e-10 3.01413168883e-10 2.39277039431e+01 3.47486733760e-01
6.90000000000e-01 4.67303543304e+00 2.87086748587e-05 1.03720817688e-02 2.32064776768e-10 2.20798884959e-10 3.01515253318e-10 2.42489086773e+01 3.55933174546e-01
7.00000000000e-01 4.56577052089e+00 3.00587276374e-05 1.03960176746e-02 2.32067112717e-10 2.20896808821e-10 3.01619819467e-10 2.45611952047e+01 3.64424301708e-01
7.10000000000e-01 4.46280474312e+00 3.14392146898e-05 1.04193708677e-02 2.32069340754e-10 2.20997012820e-10 3.01726958015e-10 2.48645130767e+01 3.72960803471e-01
7.20000000000e-01 4.36386301242e+00 3.28499353439e-05 1.04421735530e-02 2.32071466897e-10 2.21099571205e-10 3.01836761749e-10 2.51588087536e+01 3.81543368553e-01
7.30000000000e-01 4.26869362715e+00 3.42906741646e-05 1.04644552003e-02 2.32073496776e-10 2.21204560413e-10 3.01949325730e-10 2.54440253615e+01 3.90172685946e-01
7.40000000000e-01 4.17706598785e+00 3.57612011432e-05 1.04862428400e-02 2.32075435662e-10 2.21312059021e-10 3.02064747465e-10 2.57201024899e+01 3.98849444991e-01
7.50000000000e-01 4.08876854832e+00 3.72612719530e-05 1.05075613223e-02 2.32077288491e-10 2.21422147653e-10 3.02183127081e-10 2.59869760181e+01 4.07574335693e-01
7.60000000000e-01 4.00360697825e+00 3.87906282627e-05 1.05284335454e-02 2.32079059888e-10 2.21534908871e-10 3.02304567494e-10 2.62445779595e+01 4.16348049179e-01
7.70000000000e-01 3.92140251584e+00 4.03489980993e-05 1.05488806563e-02 2.32080754190e-10 2.21650427015e-10 3.02429174584e-10 2.64928363158e+01 4.25171278273e-01
7.80000000000e-01 3.84199049109e+00 4.19360962543e-05 1.05689222273e-02 2.32082375465e-10 2.21768788008e-10 3.02557057365e-10 2.67316749332e+01 4.34044718132e-01
7.90000000000e-01 3.76521900164e+00 4.35516247263e-05 1.05885764119e-02 2.32083927534e-10 2.21890079098e-10 3.02688328163e-10 2.69610133568e+01 4.42969066916e-01
8.00000000000e-01 3.69094772526e+00 4.51952731950e-05 1.06078600828e-02 2.32085413983e-10 2.22014388552e-10 3.02823102799e-10 2.71807666760e+01 4.51945026471e-01
8.10000000000e-01 3.61904685420e+00 4.68667195213e-05 1.06267889537e-02 2.32086838181e-10 2.22141805265e-10 3.02961500764e-10 2.73908453598e+01 4.60973303006e-01
8.20000000000e-01 3.54939613856e+00 4.85656302686e-05 1.06453776869e-02 2.32088203299e-10 2.22272418303e-10 3.03103645415e-10 2.75911550767e+01 4.70054607751e-01
8.30000000000e-01 3.48188402666e+00 5.02916612419e-05 1.06636399898e-02 2.32089512317e-10 2.22406316342e-10 3.03249664159e-10 2.77815964975e+01 4.79189657589e-01
8.40000000000e-01 3.41640689217e+00 5.20444580406e-05 1.06815886995e-02 2.32090768040e-10 2.22543587009e-10 3.03399688657e-10 2.79620650782e+01 4.88379175656e-01
8.50000000000e-01 3.35286833850e+00 5.38236566209e-05 1.06992358591e-02 2.32091973111e-10 2.22684316101e-10 3.03553855024e-10 2.81324508209e+01 4.97623891900e-01
8.60000000000e-01 3.29117857211e+00 5.56288838669e-05 1.07165927851e-02 2.32093130018e-10 2.22828586674e-10 3.03712304041e-10 2.82926380110e+01 5.06924543609e-01
8.70000000000e-01 3.23125383732e+00 5.74597581646e-05 1.07336701281e-02 2.32094241108e-10 2.22976477978e-10 3.03875181373e-10 2.84425049282e+01 5.16281875894e-01
8.80000000000e-01 3.17301590609e+00 5.93158899785e-05 1.07504779266e-02 2.32095308593e-10 2.23128064229e-10 3.04042637792e-10 2.85819235291e+01 5.25696642143e-01
8.90000000000e-01 3.11639161669e+00 6.11968824281e-05 1.07670256561e-02 2.32096334561e-10 2.23283413207e-10 3.04214829413e-10 2.87107590999e+01 5.35169604426e-01
9.00000000000e-01 3.06131245626e+00 6.31023318604e-05 1.07833222724e-02 2.32097320983e-10 2.23442584645e-10 3.04391917938e-10 2.88288698769e+01 5.44701533882e-01
9.10000000000e-01 3.00771418235e+00 6.50318284182e-05 1.07993762510e-02 2.32098269720e-10 2.23605628423e-10 3.04574070904e-10 2.89361066314e+01 5.54293211058e-01
9.20000000000e-01 2.95553647961e+00 6.69849566017e-05 1.08151956227e-02 2.32099182530e-10 2.23772582526e-10 3.04761461952e-10 2.90323122169e+01 5.63945426230e-01
9.30000000000e-01 2.90472264764e+00 6.89612958204e-05 1.08307880055e-02 2.32100061077e-10 2.23943470787e-10 3.04954271093e-10 2.91173210761e+01 5.73658979692e-01
9.40000000000e-01 2.85521931692e+00 7.09604209347e-05 1.08461606339e-02 2.32100906932e-10 2.24118300389e-10 3.05152685000e-10 2.91909587025e+01 5.83434682017e-01
9.50000000000e-01 2.80697618984e+00 7.29819027849e-05 1.08613203849e-02 2.32101721584e-10 2.24297059148e-10 3.05356897301e-10 2.92530410546e+01 5.93273354308e-01
9.60000000000e-01 2.75994580421e+00 7.50253087056e-05 1.08762738023e-02 2.32102506440e-10 2.24479712583e-10 3.05567108891e-10 2.93033739171e+01 6.03175828412e-01
9.70000000000e-01 2.71408331688e+00 7.70902030237e-05 1.08910271182e-02 2.32103262835e-10 2.24666200803e-10 3.05783528257e-10 2.93417522047e+01 6.13142947134e-01
9.80000000000e-01 2.66934630549e+00 7.91761475388e-05 1.09055862734e-02 2.32103992033e-10 2.24856435260e-10 3.06006371810e-10 2.93679592023e+01 6.23175564428e-01
9.90000000000e-01 2.62569458638e+00 8.12827019833e-05 1.09199569351e-02 2.32104695230e-10 2.25050295413e-10 3.06235864248e-10 2.93817657365e+01 6.33274545571e-01
1.00000000000e+00 2.58309004697e+00 8.34094244606e-05 1.09341445139e-02 2.32105373564e-10 2.25247625407e-10 3.06472238918e-10 2.93829292707e+01 6.43440767340e-01
1.01000000000e+00 2.54149649114e+00 8.55558718593e-05 1.09481541791e-02 2.32106028111e-10 2.25448230849e-10 3.06715738205e-10 2.93711929159e+01 6.53675118165e-01
1.02000000000e+00 2.50087949615e+00 8.77216002413e-05 1.09619908723e-02 2.32106659895e-10 2.25651875818e-10 3.06966613936e-10 2.93462843494e+01 6.63978498291e-01
1.03000000000e+00 2.46120627991e+00 8.99061652015e-05 1.09756593213e-02 2.32107269885e-10 2.25858280265e-10 3.07225127803e-10 2.93079146313e+01 6.74351819919e-01
1.04000000000e+00 2.42244557734e+00 9.21091221966e-05 1.09891640508e-02 2.32107859005e-10 2.26067117970e-10 3.07491551808e-10 2.92557769091e+01 6.84796007358e-01
1.05000000000e+00 2.38456752478e+00 9.43300268395e-05 1.10025093945e-02 2.32108428131e-10 2.26278015236e-10 3.07766168721e-10 2.91895449986e+01 6.95311997168e-01
1.06000000000e+00 2.34754355142e+00 9.65684351574e-05 1.10156995046e-02 2.32108978095e-10 2.26490550536e-10 3.08049272571e-10 2.91088718302e+01 7.05900738303e-01
1.07000000000e+00 2.31134627679e+00 9.88239038085e-05 1.10287383615e-02 2.32109509690e-10 2.26704255295e-10 3.08341169153e-10 2.90133877469e+01 7.16563192256e-01
1.08000000000e+00 2.27594941325e+00 1.01095990255e-04 1.10416297825e-02 2.32110023669e-10 2.26918615990e-10 3.08642176561e-10 2.89026986422e+01 7.27300333209e-01
1.09000000000e+00 2.24132767274e+00 1.03384252888e-04 1.10543774298e-02 2.32110520750e-10 2.27133077711e-10 3.08952625744e-10 2.87763839252e+01 7.38113148183e-01
1.10000000000e+00 2.20745667671e+00 1.05688251092e-04 1.10669848182e-02 2.32111001615e-10 2.27347049281e-10 3.09272861097e-10 2.86339943005e+01 7.49002637194e-01
1.11000000000e+00 2.17431286822e+00 1.08007545258e-04 1.10794553220e-02 2.32111466914e-10 2.27559909964e-10 3.09603241070e-10 2.84750493548e+01 7.59969813416e-01
1.12000000000e+00 2.14187342530e+00 1.10341696720e-04 1.10917921814e-02 2.32111917267e-10 2.27771017687e-10 3.09944138814e-10 2.82990349420e+01 7.71015703353e-01
1.13000000000e+00 2.11011617448e+00 1.12690267622e-04 1.11039985088e-02 2.32112353265e-10 2.27979718631e-10 3.10295942855e-10 2.81054003690e+01 7.82141347012e-01
1.14000000000e+00 2.07901950309e+00 1.15052820687e-04 1.11160772943e-02 2.32112775469e-10 2.28185357931e-10 3.10659057801e-10 2.78935553908e+01 7.93347798098e-01
1.15000000000e+00 2.04856226919e+00 1.17428918901e-04 1.11280314112e-02 2.32113184418e-10 2.28387291131e-10 3.11033905089e-10 2.76628670367e+01 8.04636124210e-01
1.16000000000e+00 2.01872370746e+00 1.19818125070e-04 1.11398636206e-02 2.32113580622e-10 2.28584895959e-10 3.11420923759e-10 2.74126563138e+01 8.16007407051e-01
1.17000000000e+00 1.98948332917e+00 1.22220001253e-04 1.11515765762e-02 2.32113964572e-10 2.28777583941e-10 3.11820571272e-10 2.71421948598e+01 8.27462742659e-01
1.18000000000e+00 1.96082081436e+00 1.24634108035e-04 1.11631728287e-02 2.32114336733e-10 2.28964811349e-10 3.12233324368e-10 2.68507016604e+01 8.39003241648e-01
1.19000000000e+00 1.93271589344e+00 1.27060003628e-04 1.11746548297e-02 2.32114697551e-10 2.29146088985e-10 3.12659679967e-10 2.65373400075e+01 8.50630029466e-01
1.20000000000e+00 1.90514821549e+00 1.29497242755e-04 1.11860249356e-02 2.32115047453e-10 2.29320990384e-10 3.13100156108e-10 2.62012149543e+01 8.62344246678e-01
