# TEMPERATURE = 2.500000e+01
# X W(GMIDN) W(INN) W(CGSN) W(CGSON) W(CGDON) W(CBDN) W(VEAN) W(VDSATN)
9.40000000000e-01 3.57423196263e+00 4.04787845605e-05 1.02772991534e-02 2.12815569653e-10 2.09342972175e-10 3.36780255757e-10 3.07057273320e+01 4.45263443514e-01
9.50000000000e-01 3.50098021268e+00 4.19276652152e-05 1.02933656648e-02 2.12815922553e-10 2.09420237724e-10 3.36932177505e-10 3.10115008107e+01 4.54217064261e-01
9.60000000000e-01 3.43019323258e+00 4.33971954405e-05 1.03091059197e-02 2.12816262533e-10 2.09499188978e-10 3.37088347695e-10 3.13070963460e+01 4.63213440751e-01
9.70000000000e-01 3.36175429447e+00 4.48870304248e-05 1.03245353926e-02 2.12816590174e-10 2.09579801308e-10 3.37248926668e-10 3.15923554548e+01 4.72252829050e-01
9.80000000000e-01 3.29555358832e+00 4.63968263930e-05 1.03396684243e-02 2.12816906024e-10 2.09662037895e-10 3.37414080542e-10 3.18671170894e+01 4.81335507904e-01
9.90000000000e-01 3.23148776216e+00 4.79262407560e-05 1.03545183253e-02 2.12817210602e-10 2.09745848301e-10 3.37583981495e-10 3.21312168474e+01 4.90461776727e-01
1.00000000000e+00 3.16945949309e+00 4.94749322566e-05 1.03690974681e-02 2.12817504400e-10 2.09831167035e-10 3.37758808061e-10 3.23844861905e+01 4.99631953805e-01
1.01000000000e+00 3.10937708704e+00 5.10425611122e-05 1.03834173702e-02 2.12817787887e-10 2.09917912163e-10 3.37938745435e-10 3.26267516673e+01 5.08846374699e-01
1.02000000000e+00 3.05115410580e+00 5.26287891531e-05 1.03974887690e-02 2.12818061506e-10 2.10005984009e-10 3.38123985795e-10 3.28578341351e+01 5.18105390810e-01
1.03000000000e+00 2.99470901944e+00 5.42332799573e-05 1.04113216892e-02 2.12818325678e-10 2.10095264010e-10 3.38314728638e-10 3.30775479762e+01 5.27409368108e-01
1.04000000000e+00 2.93996488263e+00 5.58556989812e-05 1.04249255032e-02 2.12818580803e-10 2.10185613812e-10 3.38511181133e-10 3.32857003028e+01 5.36758685999e-01
1.05000000000e+00 2.88684903314e+00 5.74957136855e-05 1.04383089860e-02 2.12818827261e-10 2.10276874662e-10 3.38713558485e-10 3.34820901461e+01 5.46153736306e-01
1.06000000000e+00 2.83529281112e+00 5.91529936563e-05 1.04514803645e-02 2.12819065414e-10 2.10368867204e-10 3.38922084325e-10 3.36665076239e+01 5.55594922378e-01
1.07000000000e+00 2.78523129771e+00 6.08272107208e-05 1.04644473621e-02 2.12819295605e-10 2.10461391750e-10 3.39136991107e-10 3.38387330807e+01 5.65082658279e-01
1.08000000000e+00 2.73660307160e+00 6.25180390574e-05 1.04772172389e-02 2.12819518161e-10 2.10554229110e-10 3.39358520534e-10 3.39985361967e+01 5.74617368084e-01
1.09000000000e+00 2.68934998225e+00 6.42251552989e-05 1.04897968279e-02 2.12819733394e-10 2.10647142034e-10 3.39586924000e-10 3.41456750571e+01 5.84199485242e-01
1.10000000000e+00 2.64341693864e+00 6.59482386290e-05 1.05021925683e-02 2.12819941598e-10 2.10739877336e-10 3.39822463050e-10 3.42798951776e+01 5.93829452014e-01
1.11000000000e+00 2.59875171229e+00 6.76869708710e-05 1.05144105352e-02 2.12820143056e-10 2.10832168675e-10 3.40065409870e-10 3.44009284796e+01 6.03507718982e-01
1.12000000000e+00 2.55530475368e+00 6.94410365685e-05 1.05264564665e-02 2.12820338037e-10 2.10923740017e-10 3.40316047797e-10 3.45084922074e+01 6.13234744604e-01
1.13000000000e+00 2.51302902079e+00 7.12101230571e-05 1.05383357879e-02 2.12820526797e-10 2.11014309676e-10 3.40574671847e-10 3.46022877813e+01 6.23010994830e-01
1.14000000000e+00 2.47187981911e+00 7.29939205256e-05 1.05500536345e-02 2.12820709580e-10 2.11103594859e-10 3.40841589288e-10 3.46819995791e+01 6.32836942757e-01
1.15000000000e+00 2.43181465207e+00 7.47921220680e-05 1.05616148718e-02 2.12820886619e-10 2.11191316557e-10 3.41117120219e-10 3.47472936387e+01 6.42713068335e-01
1.16000000000e+00 2.39279308103e+00 7.66044237230e-05 1.05730241137e-02 2.12821058135e-10 2.11277204591e-10 3.41401598194e-10 3.47978162729e+01 6.52639858097e-01
1.17000000000e+00 2.35477659419e+00 7.84305245015e-05 1.05842857394e-02 2.12821224341e-10 2.11361002639e-10 3.41695370873e-10 3.48331925896e+01 6.62617804938e-01
1.18000000000e+00 2.31772848353e+00 8.02701264005e-05 1.05954039087e-02 2.12821385439e-10 2.11442472985e-10 3.41998800702e-10 3.48530249085e+01 6.72647407914e-01
1.19000000000e+00 2.28161372922e+00 8.21229344024e-05 1.06063825761e-02 2.12821541622e-10 2.11521400816e-10 3.42312265634e-10 3.48568910656e+01 6.82729172072e-01
1.20000000000e+00 2.24639889059e+00 8.39886564585e-05 1.06172255034e-02 2.12821693075e-10 2.11597597860e-10 3.42636159882e-10 3.48443425985e+01 6.92863608302e-01
