# TEMPERATURE = 2.500000e+01
# X W(GMIDP) W(INP) W(CGSP) W(CGSOP) W(CGDOP) W(CBDP) W(VEAP) W(VDSATP)
3.40000000000e-01 2.84719347258e+01 1.17375483447e-10 2.97711184642e-04 2.19235561623e-10 1.88785202847e-10 3.22883583468e-10 2.05215935624e+01 -3.58370621418e-02
3.50000000000e-01 2.87444582779e+01 1.56202862807e-10 3.25398023045e-04 2.19275673667e-10 1.88898217281e-10 3.22879795004e-10 2.02271005505e+01 -3.58503889613e-02
3.60000000000e-01 2.88803910745e+01 2.08318573757e-10 3.57771144294e-04 2.19313116763e-10 1.89013053337e-10 3.22875480256e-10 2.00218669680e+01 -3.58682549608e-02
3.70000000000e-01 2.89056535901e+01 2.78064661531e-10 3.95649885791e-04 2.19348090848e-10 1.89129758601e-10 3.22870592378e-10 1.98833085638e+01 -3.58921321114e-02
3.80000000000e-01 2.88404497662e+01 3.71105477055e-10 4.39978678626e-04 2.19380780046e-10 1.89248382321e-10 3.22865087132e-10 1.97954337305e+01 -3.59239316958e-02
3.90000000000e-01 2.87002418867e+01 4.94786029623e-10 4.91835264174e-04 2.19411353880e-10 1.89368975471e-10 3.22858925344e-10 1.97470902909e+01 -3.59661166365e-02
4.00000000000e-01 2.84968304599e+01 6.58569520942e-10 5.52435018514e-04 2.19439968416e-10 1.89491590822e-10 3.22852075967e-10 1.97307222055e+01 -3.60218337054e-02
4.10000000000e-01 2.82393865706e+01 8.74565340296e-10 6.23129247376e-04 2.19466767327e-10 1.89616283022e-10 3.22844519768e-10 1.97414840191e+01 -3.60950651238e-02
4.20000000000e-01 2.79353451817e+01 1.15815980486e-09 7.05394797517e-04 2.19491882885e-10 1.89743108670e-10 3.22836253600e-10 1.97766227505e+01 -3.61907969786e-02
4.30000000000e-01 2.75911364279e+01 1.52876288238e-09 8.00811894969e-04 2.19515436884e-10 1.89872126398e-10 3.22827295129e-10 1.98350495656e+01 -3.63151991147e-02
4.40000000000e-01 2.72127448691e+01 2.01068643486e-09 9.11026925723e-04 2.19537541491e-10 1.90003396957e-10 3.22817687775e-10 1.99170465289e+01 -3.64758078370e-02
4.50000000000e-01 2.68060866303e+01 2.63417395771e-09 1.03769714111e-03 2.19558300038e-10 1.90136983308e-10 3.22807505495e-10 2.00240701470e+01 -3.66816991591e-02
4.60000000000e-01 2.63772044462e+01 3.43660775859e-09 1.18241525333e-03 2.19577807742e-10 1.90272950709e-10 3.22796856931e-10 2.01586153502e+01 -3.69436369737e-02
4.70000000000e-01 2.59322762205e+01 4.46392807550e-09 1.34661380969e-03 2.19596152379e-10 1.90411366818e-10 3.22785888339e-10 2.03241145689e+01 -3.72741780581e-02
4.80000000000e-01 2.54774467116e+01 5.77230681194e-09 1.53145218334e-03 2.19613414893e-10 1.90552301787e-10 3.22774784668e-10 2.05248472045e+01 -3.76877149838e-02
4.90000000000e-01 2.50185061602e+01 7.43012411887e-09 1.73769282090e-03 2.19629669965e-10 1.90695828371e-10 3.22763768260e-10 2.07658401080e+01 -3.82004393597e-02
5.00000000000e-01 2.45604641322e+01 9.52029287714e-09 1.96557751054e-03 2.19644986523e-10 1.90842022035e-10 3.22753094763e-10 2.10527418075e+01 -3.88302116445e-02
5.10000000000e-01 2.41070882090e+01 1.21429590985e-08 2.21471798417e-03 2.19659428224e-10 1.90990961064e-10 3.22743046171e-10 2.13916592095e+01 -3.95963297637e-02
5.20000000000e-01 2.36604936578e+01 1.54185693366e-08 2.48401702998e-03 2.19673053879e-10 1.91142726684e-10 3.22733921239e-10 2.17889515846e+01 -4.05191961947e-02
5.30000000000e-01 2.32208732868e+01 1.94912359978e-08 2.77163544193e-03 2.19685917858e-10 1.91297403182e-10 3.22726023920e-10 2.22509832683e+01 -4.16198909628e-02
5.40000000000e-01 2.27864393221e+01 2.45322506974e-08 3.07501603201e-03 2.19698070448e-10 1.91455078025e-10 3.22719650770e-10 2.27838449230e+01 -4.29196650477e-02
5.50000000000e-01 2.23536154591e+01 3.07435006357e-08 3.39096886490e-03 2.19709558186e-10 1.91615841997e-10 3.22715078494e-10 2.33930589960e+01 -4.44393743358e-02
5.60000000000e-01 2.19174704835e+01 3.83604484774e-08 3.71581304986e-03 2.19720424167e-10 1.91779789323e-10 3.22712552798e-10 2.40832898043e+01 -4.61988783125e-02
5.70000000000e-01 2.14723379956e+01 4.76542603869e-08 4.04556172639e-03 2.19730708318e-10 1.91947017803e-10 3.22712279571e-10 2.48580799735e+01 -4.82164305067e-02
5.80000000000e-01 2.10125308925e+01 5.89326315003e-08 4.37613031946e-03 2.19740447655e-10 1.92117628950e-10 3.22714419082e-10 2.57196334401e+01 -5.05080897195e-02
5.90000000000e-01 2.05330436025e+01 7.25388827970e-08 4.70354521762e-03 2.19749676514e-10 1.92291728121e-10 3.22719083493e-10 2.66686610387e+01 -5.30871825064e-02
6.00000000000e-01 2.00301424536e+01 8.88490006743e-08 5.02413125290e-03 2.19758426767e-10 1.92469424651e-10 3.22726337559e-10 2.77042985939e+01 -5.59638478374e-02
6.10000000000e-01 1.95017709350e+01 1.08266462010e-07 5.33466115364e-03 2.19766728016e-10 1.92650831986e-10 3.22736202070e-10 2.88241008479e+01 -5.91446934825e-02
6.20000000000e-01 1.89477339975e+01 1.31214917203e-07 5.63245710272e-03 2.19774607771e-10 1.92836067806e-10 3.22748659351e-10 3.00241080876e+01 -6.26325894098e-02
6.30000000000e-01 1.83696639557e+01 1.58129060717e-07 5.91544196071e-03 2.19782091615e-10 1.93025254152e-10 3.22763660044e-10 3.12989771300e+01 -6.64266157103e-02
6.40000000000e-01 1.77708022125e+01 1.89444258728e-07 6.18214412200e-03 2.19789203351e-10 1.93218517536e-10 3.22781130423e-10 3.26421645087e+01 -7.05221714810e-02
6.50000000000e-01 1.71556510034e+01 2.25585681479e-07 6.43166442952e-03 2.19795965145e-10 1.93415989054e-10 3.22800979612e-10 3.40461476178e+01 -7.49112379187e-02
6.60000000000e-01 1.65295566749e+01 2.66957766818e-07 6.66361579617e-03 2.19802397646e-10 1.93617804477e-10 3.22823106232e-10 3.55026688479e+01 -7.95827755949e-02
6.70000000000e-01 1.58982822892e+01 3.13934805496e-07 6.87804641076e-03 2.19808520104e-10 1.93824104338e-10 3.22847404160e-10 3.70029882352e+01 -8.45232247321e-02
6.80000000000e-01 1.52676159967e+01 3.66853295897e-07 7.07535619363e-03 2.19814350475e-10 1.94035034006e-10 3.22873767270e-10 3.85381314586e+01 -8.97170701149e-02
6.90000000000e-01 1.46430464946e+01 4.26006496357e-07 7.25621414550e-03 2.19819905521e-10 1.94250743733e-10 3.22902093114e-10 4.00991219137e+01 -9.51474300097e-02
7.00000000000e-01 1.40295213952e+01 4.91641350264e-07 7.42148195780e-03 2.19825200892e-10 1.94471388685e-10 3.22932285626e-10 4.16771879266e+01 -1.00796631050e-01
7.10000000000e-01 1.34312909970e+01 5.63957716462e-07 7.57214712094e-03 2.19830251216e-10 1.94697128950e-10 3.22964256952e-10 4.32639386928e+01 -1.06646737463e-01
7.20000000000e-01 1.28518301023e+01 6.43109640860e-07 7.70926700368e-03 2.19835070170e-10 1.94928129501e-10 3.22997928562e-10 4.48515051808e+01 -1.12680011762e-01
7.30000000000e-01 1.22938245459e+01 7.29208273746e-07 7.83392406663e-03 2.19839670547e-10 1.95164560130e-10 3.23033231786e-10 4.64326447458e+01 -1.18879293469e-01
7.40000000000e-01 1.17592065624e+01 8.22325976151e-07 7.94719149963e-03 2.19844064323e-10 1.95406595328e-10 3.23070107913e-10 4.80008104639e+01 -1.25228291204e-01
7.50000000000e-01 1.12492232323e+01 9.22501158712e-07 8.05010807073e-03 2.19848262717e-10 1.95654414105e-10 3.23108507975e-10 4.95501880194e+01 -1.31711790660e-01
7.60000000000e-01 1.07645240770e+01 1.02974344233e-06 8.14366075339e-03 2.19852276239e-10 1.95908199745e-10 3.23148392322e-10 5.10757042866e+01 -1.38315786151e-01
7.70000000000e-01 1.03052565657e+01 1.14403880308e-06 8.22877367332e-03 2.19856114746e-10 1.96168139475e-10 3.23189730059e-10 5.25730125106e+01 -1.45027546566e-01
7.80000000000e-01 9.87116121872e+00 1.26535444846e-06 8.30630201295e-03 2.19859787483e-10 1.96434424038e-10 3.23232498413e-10 5.40384592614e+01 -1.51835627912e-01
7.90000000000e-01 9.46166070039e+00 1.39364325420e-06 8.37702967348e-03 2.19863303129e-10 1.96707247154e-10 3.23276682077e-10 5.54690381736e+01 -1.58729844664e-01
8.00000000000e-01 9.07593956584e+00 1.52884766446e-06 8.44166968239e-03 2.19866669835e-10 1.96986804850e-10 3.23322272552e-10 5.68623350446e+01 -1.65701211177e-01
8.10000000000e-01 8.71301308684e+00 1.67090301638e-06 8.50086652243e-03 2.19869895261e-10 1.97273294636e-10 3.23369267531e-10 5.82164682124e+01 -1.72741862999e-01
8.20000000000e-01 8.37178483592e+00 1.81974029441e-06 8.55519973071e-03 2.19872986605e-10 1.97566914514e-10 3.23417670310e-10 5.95300274196e+01 -1.79844966178e-01
8.30000000000e-01 8.05109353695e+00 1.97528834941e-06 8.60518826805e-03 2.19875950642e-10 1.97867861779e-10 3.23467489259e-10 6.08020136338e+01 -1.87004620994e-01
8.40000000000e-01 7.74975017751e+00 2.13747563610e-06 8.65129528448e-03 2.19878793745e-10 1.98176331601e-10 3.23518737342e-10 6.20317816308e+01 -1.94215764950e-01
8.50000000000e-01 7.46656661620e+00 2.30623153075e-06 8.69393300989e-03 2.19881521916e-10 1.98492515350e-10 3.23571431689e-10 6.32189865449e+01 -2.01474078505e-01
8.60000000000e-01 7.20037698072e+00 2.48148729397e-06 8.73346757933e-03 2.19884140810e-10 1.98816598631e-10 3.23625593223e-10 6.43635351162e+01 -2.08775895896e-01
8.70000000000e-01 6.95005310840e+00 2.66317674023e-06 8.77022366542e-03 2.19886655757e-10 1.99148759005e-10 3.23681246332e-10 6.54655419691e+01 -2.16118122502e-01
8.80000000000e-01 6.71451516975e+00 2.85123667145e-06 8.80448883735e-03 2.19889071781e-10 1.99489163348e-10 3.23738418588e-10 6.65252909749e+01 -2.23498159517e-01
8.90000000000e-01 6.49273847713e+00 3.04560712460e-06 8.83651760083e-03 2.19891393625e-10 1.99837964827e-10 3.23797140510e-10 6.75432015392e+01 -2.30913836184e-01
9.00000000000e-01 6.28375733137e+00 3.24623147667e-06 8.86653509859e-03 2.19893625765e-10 2.00195299449e-10 3.23857445358e-10 6.85197995202e+01 -2.38363349503e-01
9.10000000000e-01 6.08666661614e+00 3.45305644305e-06 8.89474046852e-03 2.19895772429e-10 2.00561282162e-10 3.23919368965e-10 6.94556923993e+01 -2.45845211079e-01
9.20000000000e-01 5.90062171892e+00 3.66603199887e-06 8.92130986866e-03 2.19897837610e-10 2.00936002470e-10 3.23982949600e-10 7.03515482849e+01 -2.53358200612e-01
9.30000000000e-01 5.72483724253e+00 3.88511124717e-06 8.94639918555e-03 2.19899825083e-10 2.01319519559e-10 3.24048227853e-10 7.12080783169e+01 -2.60901325483e-01
9.40000000000e-01 5.55858487357e+00 4.11025025241e-06 8.97014644752e-03 2.19901738420e-10 2.01711856915e-10 3.24115246549e-10 7.20260220507e+01 -2.68473785823e-01
9.50000000000e-01 5.40119069204e+00 4.34140785390e-06 8.99267396636e-03 2.19903580999e-10 2.02112996443e-10 3.24184050674e-10 7.28061354220e+01 -2.76074944475e-01
9.60000000000e-01 5.25203214001e+00 4.57854547006e-06 9.01409023179e-03 2.19905356018e-10 2.02522872133e-10 3.24254687333e-10 7.35491809255e+01 -2.83704301284e-01
9.70000000000e-01 5.11053481337e+00 4.82162690135e-06 9.03449158295e-03 2.19907066505e-10 2.02941363298e-10 3.24327205711e-10 7.42559196763e+01 -2.91361471158e-01
9.80000000000e-01 4.97616919751e+00 5.07061813789e-06 9.05396367979e-03 2.19908715329e-10 2.03368287492e-10 3.24401657055e-10 7.49271050579e+01 -2.99046165432e-01
9.90000000000e-01 4.84844743456e+00 5.32548717542e-06 9.07258279629e-03 2.19910305210e-10 2.03803393228e-10 3.24478094669e-10 7.55634777015e+01 -3.06758176066e-01
1.00000000000e+00 4.72692018345e+00 5.58620384237e-06 9.09041695538e-03 2.19911838725e-10 2.04246352649e-10 3.24556573920e-10 7.61657615691e+01 -3.14497362302e-01
1.01000000000e+00 4.61117361413e+00 5.85273963932e-06 9.10752692399e-03 2.19913318323e-10 2.04696754383e-10 3.24637152250e-10 7.67346609486e+01 -3.22263639424e-01
1.02000000000e+00 4.50082656186e+00 6.12506759166e-06 9.12396708462e-03 2.19914746323e-10 2.05154096828e-10 3.24719889205e-10 7.72708581968e+01 -3.30056969297e-01
1.03000000000e+00 4.39552785658e+00 6.40316211552e-06 9.13978619856e-03 2.19916124930e-10 2.05617782205e-10 3.24804846465e-10 7.77750120900e+01 -3.37877352448e-01
1.04000000000e+00 4.29495383340e+00 6.68699889662e-06 9.15502807372e-03 2.19917456237e-10 2.06087111714e-10 3.24892087889e-10 7.82477566642e+01 -3.45724821432e-01
1.05000000000e+00 4.19880602477e+00 6.97655478151e-06 9.16973214909e-03 2.19918742233e-10 2.06561282223e-10 3.24981679557e-10 7.86897004475e+01 -3.53599435295e-01
1.06000000000e+00 4.10680903033e+00 7.27180768041e-06 9.18393400614e-03 2.19919984809e-10 2.07039384896e-10 3.25073689831e-10 7.91014260008e+01 -3.61501274967e-01
1.07000000000e+00 4.01870855754e+00 7.57273648078e-06 9.19766581632e-03 2.19921185762e-10 2.07520406188e-10 3.25168189414e-10 7.94834897002e+01 -3.69430439429e-01
1.08000000000e+00 3.93426962466e+00 7.87932097071e-06 9.21095673285e-03 2.19922346803e-10 2.08003231621e-10 3.25265251414e-10 7.98364217034e+01 -3.77387042537e-01
1.09000000000e+00 3.85327491601e+00 8.19154177123e-06 9.22383323374e-03 2.19923469559e-10 2.08486652667e-10 3.25364951420e-10 8.01607260546e+01 -3.85371210396e-01
1.10000000000e+00 3.77552327945e+00 8.50938027661e-06 9.23631942238e-03 2.19924555580e-10 2.08969376984e-10 3.25467367578e-10 8.04568808889e+01 -3.93383079189e-01
1.11000000000e+00 3.70082835557e+00 8.83281860179e-06 9.24843729103e-03 2.19925606341e-10 2.09450042114e-10 3.25572580677e-10 8.07253387051e+01 -4.01422793400e-01
1.12000000000e+00 3.62901732828e+00 9.16183953623e-06 9.26020695196e-03 2.19926623247e-10 2.09927232548e-10 3.25680674233e-10 8.09665266828e+01 -4.09490504346e-01
1.13000000000e+00 3.55992978695e+00 9.49642650320e-06 9.27164684041e-03 2.19927607639e-10 2.10399499913e-10 3.25791734588e-10 8.11808470206e+01 -4.17586368984e-01
1.14000000000e+00 3.49341669062e+00 9.83656352415e-06 9.28277389294e-03 2.19928560793e-10 2.10865385765e-10 3.25905851004e-10 8.13686772807e+01 -4.25710548936e-01
1.15000000000e+00 3.42933942536e+00 1.01822351872e-05 9.29360370430e-03 2.19929483927e-10 2.11323446297e-10 3.26023115770e-10 8.15303707257e+01 -4.33863209697e-01
1.16000000000e+00 3.36756894658e+00 1.05334266195e-05 9.30415066559e-03 2.19930378204e-10 2.11772278076e-10 3.26143624312e-10 8.16662566360e+01 -4.42044520000e-01
1.17000000000e+00 3.30798499845e+00 1.08901234628e-05 9.31442808602e-03 2.19931244732e-10 2.12210543786e-10 3.26267475307e-10 8.17766405994e+01 -4.50254651299e-01
1.18000000000e+00 3.25047540359e+00 1.12523118515e-05 9.32444830041e-03 2.19932084570e-10 2.12636996881e-10 3.26394770801e-10 8.18618047656e+01 -4.58493777362e-01
1.19000000000e+00 3.19493541625e+00 1.16199783936e-05 9.33422276421e-03 2.19932898730e-10 2.13050504079e-10 3.26525616338e-10 8.19220080594e+01 -4.66762073943e-01
1.20000000000e+00 3.14126713328e+00 1.19931101533e-05 9.34376213752e-03 2.19933688176e-10 2.13450064697e-10 3.26660121091e-10 8.19574863478e+01 -4.75059718534e-01
